id,name,type,BoroCode,BoroName,Shape_Leng,Shape_Area
"1527 Westchester Ave, The Bronx, NY 10472, United States",Elder Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10472, United States",Rx World Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1603 Westchester Ave #2914, The Bronx, NY 10472, United States",Riteway Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"925 Soundview Ave, The Bronx, NY 10473, United States",Walgreens,"drugstore, convenience_store, pharmacy, food, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1903 Story Ave, The Bronx, NY 10473, United States","99 Cent Store, Top Grade Pharmacy","pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1950-1988 Story Ave, The Bronx, NY 10473, United States",One Pharmacy,"drugstore, pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2197 Westchester Ave, The Bronx, NY 10462, United States",HILL PHARMACY,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"4813, 1255 Castle Hill Ave, The Bronx, NY 10462, United States",Mason Rx Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2098 Starling Ave, The Bronx, NY 10462, United States",Starling Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1320 Metropolitan Ave, The Bronx, NY 10462, United States",Bronx Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"55 Westchester Square, The Bronx, NY 10461, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3775 E Tremont Ave, The Bronx, NY 10465, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3590 E Tremont Ave, The Bronx, NY 10465, United States",Walgreens,"drugstore, convenience_store, pharmacy, food, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10461, United States",Tristar Pharmacy Inc.,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2309 Westchester Ave, The Bronx, NY 10462, United States",F & N Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"52 Westchester Square, The Bronx, NY 10461, United States",Simelson's Square Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2405 Westchester Ave, The Bronx, NY 10461, United States",WeCARE RX PLUS,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3681 Bruckner Blvd, The Bronx, NY 10461, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1721 Crosby Ave, The Bronx, NY 10461, United States",Total Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3085 E Tremont Ave & Dudley, The Bronx, NY 10461, United States",Walgreens,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"290 City Island Ave, The Bronx, NY 10464, United States",Island Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1820 Williamsbridge Rd, The Bronx, NY 10461, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1642 Eastchester Rd, The Bronx, NY 10461, United States",Quick Rx Specialty Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"50-56 E 167th St, The Bronx, NY 10452, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10452, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1227 Ogden Ave, The Bronx, NY 10452, United States",V & K Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"32 E 170th St, The Bronx, NY 10452, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1330 Jerome Ave, The Bronx, NY 10452, United States",Medstop Pharmacy & Surgical Supplies,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1071 Ogden Ave, The Bronx, NY 10452, United States",Ogden Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1230 Ogden Ave, The Bronx, NY 10452, United States",Highbridge Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1340 Edward L Grant Hwy, The Bronx, NY 10452, United States",Grant Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1018 Ogden Ave, The Bronx, NY 10452, United States",R&S Pioneer Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10452, United States",Rx Solutions Pharmacy Inc.,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1183 Jerome Ave, The Bronx, NY 10452, United States",Pinebrook Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1252 Shakespeare Ave, The Bronx, NY 10452, United States",Shakespeare Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"200 E 167th St, The Bronx, NY 10456, United States",Lumit Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"760 Grand, The Bronx, NY 10457, United States",Health Smart Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"59 W 167th St, The Bronx, NY 10452, United States",Woodcraft Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10452, United States",Four Seasons Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"72 E 167th St, The Bronx, NY 10452, United States",Scriptx Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"39 E 170th St, The Bronx, NY 10452, United States",Rite Choice Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1392 Ogden Ave, The Bronx, NY 10452, United States",Your Family Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"235 E 167th St, The Bronx, NY 10456, United States",Stat Rx Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1437 Webster Ave, The Bronx, NY 10456, United States",Rx Masters Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3716 3rd Ave, The Bronx, NY 10456, United States",E Z Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"530 E 170th St, The Bronx, NY 10456, United States",New Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"545 St Pauls Pl, The Bronx, NY 10456, United States",King's Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"557 E 169th St, The Bronx, NY 10456, United States",Fulton Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1575 Bathgate Ave #1, The Bronx, NY 10457, United States",Agra Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3591 3rd Ave, The Bronx, NY 10456, United States",Morrisania Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1231 Webster Ave, The Bronx, NY 10456, United States",Webster Ave Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3750 3rd Ave, The Bronx, NY 10456, United States",St Paul Neighborhood Pharmacy,"pharmacy, finance, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"397 E 167th St, The Bronx, NY 10456, United States",Well - care Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1540 Grand Concourse, The Bronx, NY 10457, United States",Rite Aid,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"619 E 169th St #2605, The Bronx, NY 10456, United States",Drug Depot Corporation,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1225 Fulton Ave, The Bronx, NY 10456, United States",Boca Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1229 Franklin Ave, The Bronx, NY 10456, United States",First Health Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1272 Boston Rd, The Bronx, NY 10456, United States",Boston Road Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1560 Grand Concourse #100, The Bronx, NY 10457, United States",Mega Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1150 Webster Ave, The Bronx, NY 10456, United States",167th St Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1220 Morris Ave # 2, The Bronx, NY 10456, United States",J & N Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1575 Grand Concourse, The Bronx, NY 10452, United States",Bronx Eden Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1666 Boston Rd, The Bronx, NY 10460, United States",PENN PHARMACY,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"961 E 174th St, The Bronx, NY 10460, United States",Stop & Shop Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1403 Bronx River Ave, The Bronx, NY 10472, United States",Stv Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1065 E Tremont Ave, The Bronx, NY 10460, United States",East Tremont Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"932 E 174th St, The Bronx, NY 10460, United States",E 174th Street Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1515 Southern Blvd, The Bronx, NY 10460, United States",Sol's Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1663 Boston Rd, The Bronx, NY 10460, United States",M & V Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"921 E Tremont Ave, The Bronx, NY 10460, United States",First Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"898 E Tremont Ave, The Bronx, NY 10460, United States",Concordia Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"901 E Tremont Ave, The Bronx, NY 10460, United States",Leroy Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1301 Southern Blvd, The Bronx, NY 10459, United States",Southern Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"826 E Tremont Ave, The Bronx, NY 10460, United States",Care Well Pharmacy & Surgery Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"822 E Tremont Ave, The Bronx, NY 10460, United States",Perla Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"753 E Tremont Ave, The Bronx, NY 10457, United States",Webster Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1737 E 174th St, The Bronx, NY 10472, United States",Rosedale Pharmacy LLC.,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1469 Beach Ave, The Bronx, NY 10460, United States",Pelham Parkway Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1448 Metropolitan Ave, The Bronx, NY 10462, United States",Leroy Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"116 Hugh J. Grant Cir, The Bronx, NY 10472, United States",Circle pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1481 Leland Ave, The Bronx, NY 10460, United States",SAS PHARMACY,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1729 E 174th St, The Bronx, NY 10472, United States",World Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1770 Westchester Ave # D, The Bronx, NY 10472, United States",Pharmacy Plus Surgical Supply,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1780 Westchester Ave, The Bronx, NY 10472, United States",Westchester Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1967 Westchester Ave, The Bronx, NY 10462, United States",Best Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1663 Metropolitan Ave, The Bronx, NY 10462, United States",PARKCHESTER PHARMACY,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1445 Unionport Rd, The Bronx, NY 10462, United States",Parkchester Family Pharmacy & Surgical,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"662 Morris Park Ave, The Bronx, NY 10462, United States",Victor Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1800 White Plains Rd, The Bronx, NY 10462, United States",Bronx Family Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2158 Starling Ave, The Bronx, NY 10462, United States",Parkare Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1370 Castle Hill Ave, The Bronx, NY 10462, United States",Castle Topp Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2317 Westchester Ave, The Bronx, NY 10462, United States",Z Stop Drugs,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"55 Westchester Square, The Bronx, NY 10461, United States","Kanu Kanu Jr, RPh","pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2730 E Tremont Ave, The Bronx, NY 10461, United States",Falak Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2748 E Tremont Ave, The Bronx, NY 10461, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2134 Starling Ave, The Bronx, NY 10462, United States",Take Care RX Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2478 E Tremont Ave, The Bronx, NY 10461, United States",No such pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2048 McGraw Ave, The Bronx, NY 10462, United States",McGraw Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10461, United States",Stop & Shop Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3225 Westchester Ave, The Bronx, NY 10461, United States","Westchester Avenue Pharmacy,Inc","pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2504 Eastchester Rd, The Bronx, NY 10469, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1916 Williamsbridge Rd, The Bronx, NY 10461, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10475, United States",Stop & Shop Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1611 Dr Martin Luther King Jr Blvd, The Bronx, NY 10453, United States",Quality Rx Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1804 Cedar Ave, The Bronx, NY 10453, United States",River Park Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1588 University Ave, The Bronx, NY 10453, United States",DRUG DEPOT PHARMACY FARMACIA,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1713 University Ave, The Bronx, NY 10453, United States",Community Receta Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1773 Dr Martin Luther King Jr Blvd, The Bronx, NY 10453, United States",Park Plaza Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1550 University Ave, The Bronx, NY 10452, United States",Choice One Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"115A Featherbed Ln, The Bronx, NY 10452, United States",Starhill Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"57 E Burnside Ave, The Bronx, NY 10453, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1870 Grand Concourse, The Bronx, NY 10457, United States",Jolin Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"15 E Tremont Ave, The Bronx, NY 10453, United States",Express Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1963 Grand Concourse, E 179th St, The Bronx, NY 10453, United States","Drugs R Us Pharmacy, Inc.","pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1831 Grand Concourse, The Bronx, NY 10453, United States",Happy Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2043 Grand Concourse, The Bronx, NY 10453, United States",CSS Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"57 W Burnside Ave, The Bronx, NY 10453, United States",MHHC Pharmcy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"105 E Burnside Ave, The Bronx, NY 10453, United States",SJS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"233 E Tremont Ave, The Bronx, NY 10457, United States",Heritage pharmacy inc.,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"33 W Burnside Ave, The Bronx, NY 10453, United States",Marga Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"64 W Burnside Ave, The Bronx, NY 10453, United States",Morris Heights Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1850 Grand Concourse, The Bronx, NY 10457, United States",Concourse Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2106 Grand Concourse, The Bronx, NY 10457, United States",Mid Concourse Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"309 E 181st St, The Bronx, NY 10457, United States",Valentine Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2027 Jerome Ave, The Bronx, NY 10453, United States",Alico Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"263 E Tremont Ave, The Bronx, NY 10457, United States",My Best Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2200 Grand Concourse, The Bronx, NY 10457, United States",Akshar Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"484 E Tremont Ave, The Bronx, NY 10457, United States",Washington Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2021 Grand Concourse, The Bronx, NY 10453, United States",Feinbergs Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10453, United States",R Tu Salud Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"705 E 187th St, The Bronx, NY 10458, United States",Mt. Carmel Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"592 E 183rd St, The Bronx, NY 10458, United States",Rite Aid Pharmacy,"pharmacy, drugstore, convenience_store, food, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"4531 3rd Ave, The Bronx, NY 10458, United States",Total Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"619 E 187th St, The Bronx, NY 10458, United States",Amato Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2260 Crotona Ave, The Bronx, NY 10457, United States",Caremore RX Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10458, United States",Medical Center Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2343 Arthur Ave, The Bronx, NY 10458, United States",Arthur Avenue Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"4463 3rd Ave, The Bronx, NY 10457, United States",Specialty Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"817 E 180th St, The Bronx, NY 10460, United States",Twin Parks Pharm-Surgical Supplies,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"621 E Tremont Ave, The Bronx, NY 10457, United States",Felicity Pharmacy (PJP Pharmacy INC),"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"595 E Tremont Ave, The Bronx, NY 10457, United States",Amazing pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"709 E Tremont Ave, The Bronx, NY 10457, United States",Fenny Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"406 E Fordham Rd, The Bronx, NY 10458, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2334 Washington Ave, The Bronx, NY 10458, United States",Medassure Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"906 E 180th St, The Bronx, NY 10460, United States",Wellcare Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"The Bronx, NY 10457, United States",Dba Mount Sinai Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1910 Arthur Ave 3rd floor, The Bronx, NY 10457, United States",Boca Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2112 White Plains Rd, The Bronx, NY 10462, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2171 White Plains Rd, The Bronx, NY 10462, United States",Pelham Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2158 White Plains Rd, The Bronx, NY 10462, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"781 Lydig Ave, The Bronx, NY 10462, United States",Charmar Pharmacy,"pharmacy, finance, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"742 Lydig Ave, The Bronx, NY 10462, United States",LYDIG PHARMACY,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"811 Lydig Ave, The Bronx, NY 10462, United States",Zive Pharmacy & Surgical Supplies,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"911 Morris Park Ave, The Bronx, NY 10462, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"765 Morris Park Ave, The Bronx, NY 10462, United States",SimfaRose Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2158 White Plains Rd, The Bronx, NY 10462, United States",Walgreens,"drugstore, convenience_store, pharmacy, food, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2431 Boston Rd, The Bronx, NY 10467, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2111 Williamsbridge Rd, The Bronx, NY 10461, United States",RJ Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"662 Morris Park Ave, The Bronx, NY 10462, United States",M & N Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"Raisell Pharmacy, 741 Astor Ave, The Bronx, NY 10467, United States",Raisell pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"732 Allerton Ave, The Bronx, NY 10467, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1535 Stillwell Ave, The Bronx, NY 10461, United States",Simfarose Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1607 Williamsbridge Rd, The Bronx, NY 10461, United States",Relion Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2102 Eastchester Rd, The Bronx, NY 10461, United States",Eastchester Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1250 Waters Pl, The Bronx, NY 10461, United States",Tower Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1515 Blondell Ave, The Bronx, NY 10461, United States",Metcare Rx,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1250 Waters Pl PH 2, The Bronx, NY 10461, United States",Metcare RX at Hutch Montefiore,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"1200 Waters Pl # M114, The Bronx, NY 10461, United States",Waters Place Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"3681 Bruckner Blvd, The Bronx, NY 10461, United States",CVS,"drugstore, convenience_store, food, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2426, 34 Eastchester Rd, The Bronx, NY 10469, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"2136 Bartow Ave, The Bronx, NY 10475, United States",Stop & Shop Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
"161 Einstein Loop N, The Bronx, NY 10475, United States",COOP City Pharmacy,"pharmacy, health, point_of_interest, store, establishment",2,Bronx,463464.521828,1186615448.62
